creator,stimuli,image,filepath,originality_ocs,percentile_ocs
AI_prompt3,R,Dalle01.png,../data/AI/prompt_3/stimuli_R/Dalle01.png,0.53,53.0
AI_prompt3,R,Dalle02.png,../data/AI/prompt_3/stimuli_R/Dalle02.png,0.58,67.0
AI_prompt3,R,Dalle03.png,../data/AI/prompt_3/stimuli_R/Dalle03.png,0.62,78.0
AI_prompt3,R,Dalle04.png,../data/AI/prompt_3/stimuli_R/Dalle04.png,0.71,92.0
AI_prompt3,R,Dalle05.png,../data/AI/prompt_3/stimuli_R/Dalle05.png,0.48,41.0
AI_prompt3,R,Dalle06.png,../data/AI/prompt_3/stimuli_R/Dalle06.png,0.42,28.0
AI_prompt3,R,Dalle07.png,../data/AI/prompt_3/stimuli_R/Dalle07.png,0.7,91.0
AI_prompt3,R,Dalle08.png,../data/AI/prompt_3/stimuli_R/Dalle08.png,0.65,83.0
AI_prompt3,R,Dalle09.png,../data/AI/prompt_3/stimuli_R/Dalle09.png,0.72,93.0
AI_prompt3,R,Dalle10.png,../data/AI/prompt_3/stimuli_R/Dalle10.png,0.52,52.0
AI_prompt3,R,Dalle11.png,../data/AI/prompt_3/stimuli_R/Dalle11.png,0.6,73.0
AI_prompt3,R,Dalle12.png,../data/AI/prompt_3/stimuli_R/Dalle12.png,0.68,88.0
AI_prompt3,R,Dalle13.png,../data/AI/prompt_3/stimuli_R/Dalle13.png,0.65,83.0
AI_prompt3,R,Dalle14.png,../data/AI/prompt_3/stimuli_R/Dalle14.png,0.61,76.0
AI_prompt3,R,Dalle15.png,../data/AI/prompt_3/stimuli_R/Dalle15.png,0.64,82.0
AI_prompt3,R,Dalle16.png,../data/AI/prompt_3/stimuli_R/Dalle16.png,0.59,72.0
AI_prompt3,R,Dalle17.png,../data/AI/prompt_3/stimuli_R/Dalle17.png,0.63,81.0
AI_prompt3,R,Dalle18.png,../data/AI/prompt_3/stimuli_R/Dalle18.png,0.74,95.0
AI_prompt3,R,Dalle19.png,../data/AI/prompt_3/stimuli_R/Dalle19.png,0.51,50.0
AI_prompt3,R,Dalle20.png,../data/AI/prompt_3/stimuli_R/Dalle20.png,0.6,72.0
AI_prompt3,R,Dalle21.png,../data/AI/prompt_3/stimuli_R/Dalle21.png,0.62,77.0
AI_prompt3,R,Dalle22.png,../data/AI/prompt_3/stimuli_R/Dalle22.png,0.61,75.0
AI_prompt3,R,Dalle23.png,../data/AI/prompt_3/stimuli_R/Dalle23.png,0.79,97.0
AI_prompt3,R,Dalle24.png,../data/AI/prompt_3/stimuli_R/Dalle24.png,0.48,42.0
AI_prompt3,R,Dalle25.png,../data/AI/prompt_3/stimuli_R/Dalle25.png,0.71,93.0
AI_prompt3,R,Dalle26.png,../data/AI/prompt_3/stimuli_R/Dalle26.png,0.53,56.0
AI_prompt3,R,Dalle27.png,../data/AI/prompt_3/stimuli_R/Dalle27.png,0.9,99.0
AI_prompt3,R,Dalle28.png,../data/AI/prompt_3/stimuli_R/Dalle28.png,0.54,57.0
AI_prompt3,R,Dalle29.png,../data/AI/prompt_3/stimuli_R/Dalle29.png,0.5,48.0
AI_prompt3,R,Dalle30.png,../data/AI/prompt_3/stimuli_R/Dalle30.png,0.65,83.0
AI_prompt3,R,Dalle31.png,../data/AI/prompt_3/stimuli_R/Dalle31.png,0.45,34.0
AI_prompt3,R,Dalle32.png,../data/AI/prompt_3/stimuli_R/Dalle32.png,0.67,87.0
AI_prompt3,R,Dalle33.png,../data/AI/prompt_3/stimuli_R/Dalle33.png,0.67,86.0
AI_prompt3,R,Dalle34.png,../data/AI/prompt_3/stimuli_R/Dalle34.png,0.52,52.0
AI_prompt3,R,Dalle35.png,../data/AI/prompt_3/stimuli_R/Dalle35.png,0.71,92.0
AI_prompt3,R,Dalle36.png,../data/AI/prompt_3/stimuli_R/Dalle36.png,0.61,75.0
AI_prompt3,R,Dalle37.png,../data/AI/prompt_3/stimuli_R/Dalle37.png,0.76,96.0
AI_prompt3,R,Dalle38.png,../data/AI/prompt_3/stimuli_R/Dalle38.png,0.59,70.0
AI_prompt3,R,Dalle39.png,../data/AI/prompt_3/stimuli_R/Dalle39.png,0.69,90.0
AI_prompt3,R,Dalle40.png,../data/AI/prompt_3/stimuli_R/Dalle40.png,0.63,79.0
AI_prompt3,R,Dalle41.png,../data/AI/prompt_3/stimuli_R/Dalle41.png,0.66,85.0
AI_prompt3,R,Dalle42.png,../data/AI/prompt_3/stimuli_R/Dalle42.png,0.54,58.0
AI_prompt3,R,Dalle43.png,../data/AI/prompt_3/stimuli_R/Dalle43.png,0.58,68.0
AI_prompt3,R,Dalle44.png,../data/AI/prompt_3/stimuli_R/Dalle44.png,0.63,80.0
AI_prompt3,R,Dalle45.png,../data/AI/prompt_3/stimuli_R/Dalle45.png,0.8,98.0
AI_prompt3,R,Dalle46.png,../data/AI/prompt_3/stimuli_R/Dalle46.png,0.57,67.0
AI_prompt3,R,Dalle47.png,../data/AI/prompt_3/stimuli_R/Dalle47.png,0.6,74.0
AI_prompt3,R,Dalle48.png,../data/AI/prompt_3/stimuli_R/Dalle48.png,0.54,57.0
AI_prompt3,R,Dalle49.png,../data/AI/prompt_3/stimuli_R/Dalle49.png,0.7,91.0
AI_prompt3,R,Dalle50.png,../data/AI/prompt_3/stimuli_R/Dalle50.png,0.52,51.0
