image1,image2,image3,flexibility_manual,categories_image1,categories_image2,categories_image3,flexibility_category
../../data/AI/prompt_1/stimuli_G/Dalle15.png,../../data/AI/prompt_1/stimuli_I/Dalle21.png,../../data/AI/prompt_1/stimuli_R/Dalle32.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,abstract doodle/hard to interpret,0
../../data/AI/prompt_1/stimuli_G/Dalle33.png,../../data/AI/prompt_1/stimuli_I/Dalle14.png,../../data/AI/prompt_1/stimuli_R/Dalle43.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,abstract doodle/hard to interpret,0
../../data/AI/prompt_1/stimuli_G/Dalle04.png,../../data/AI/prompt_1/stimuli_I/Dalle18.png,../../data/AI/prompt_1/stimuli_R/Dalle17.png,0,abstract doodle/hard to interpret,face(s),abstract doodle/hard to interpret,1
../../data/AI/prompt_1/stimuli_G/Dalle39.png,../../data/AI/prompt_1/stimuli_I/Dalle08.png,../../data/AI/prompt_1/stimuli_R/Dalle19.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,bug,1
../../data/AI/prompt_1/stimuli_G/Dalle10.png,../../data/AI/prompt_1/stimuli_I/Dalle33.png,../../data/AI/prompt_1/stimuli_R/Dalle44.png,1,door curtain,abstract doodle/hard to interpret,face(s),2
../../data/AI/prompt_1/stimuli_G/Dalle13.png,../../data/AI/prompt_1/stimuli_I/Dalle48.png,../../data/AI/prompt_1/stimuli_R/Dalle24.png,1,maze,face(s),abstract doodle/hard to interpret,2
../../data/AI/prompt_1/stimuli_G/Dalle42.png,../../data/AI/prompt_1/stimuli_I/Dalle26.png,../../data/AI/prompt_1/stimuli_R/Dalle45.png,2,door river arch,abstract doodle/hard to interpret,abstract doodle/hard to interpret,1
../../data/AI/prompt_1/stimuli_G/Dalle16.png,../../data/AI/prompt_1/stimuli_I/Dalle07.png,../../data/AI/prompt_1/stimuli_R/Dalle34.png,1,person(s) fruit(s) table,person(s) lamp,abstract doodle/hard to interpret,2
../../data/AI/prompt_1/stimuli_G/Dalle41.png,../../data/AI/prompt_1/stimuli_I/Dalle20.png,../../data/AI/prompt_1/stimuli_R/Dalle20.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,abstract doodle/hard to interpret,0
../../data/AI/prompt_1/stimuli_G/Dalle07.png,../../data/AI/prompt_1/stimuli_I/Dalle49.png,../../data/AI/prompt_1/stimuli_R/Dalle12.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,abstract doodle/hard to interpret,0
../../data/AI/prompt_1/stimuli_G/Dalle06.png,../../data/AI/prompt_1/stimuli_I/Dalle31.png,../../data/AI/prompt_1/stimuli_R/Dalle01.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,abstract doodle/hard to interpret,0
../../data/AI/prompt_1/stimuli_G/Dalle26.png,../../data/AI/prompt_1/stimuli_I/Dalle35.png,../../data/AI/prompt_1/stimuli_R/Dalle42.png,2,tree(s) park baloon,diamond,abstract doodle/hard to interpret,2
../../data/AI/prompt_1/stimuli_G/Dalle36.png,../../data/AI/prompt_1/stimuli_I/Dalle17.png,../../data/AI/prompt_1/stimuli_R/Dalle09.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,painting frame,1
../../data/AI/prompt_1/stimuli_G/Dalle21.png,../../data/AI/prompt_1/stimuli_I/Dalle02.png,../../data/AI/prompt_1/stimuli_R/Dalle25.png,0,sun,abstract doodle/hard to interpret,abstract doodle/hard to interpret,1
../../data/AI/prompt_1/stimuli_G/Dalle46.png,../../data/AI/prompt_1/stimuli_I/Dalle15.png,../../data/AI/prompt_1/stimuli_R/Dalle37.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,abstract doodle/hard to interpret,0
../../data/AI/prompt_1/stimuli_G/Dalle01.png,../../data/AI/prompt_1/stimuli_I/Dalle04.png,../../data/AI/prompt_1/stimuli_R/Dalle26.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,abstract doodle/hard to interpret,0
../../data/AI/prompt_1/stimuli_G/Dalle09.png,../../data/AI/prompt_1/stimuli_I/Dalle11.png,../../data/AI/prompt_1/stimuli_R/Dalle18.png,0,abstract doodle/hard to interpret,flower,abstract doodle/hard to interpret,1
../../data/AI/prompt_1/stimuli_G/Dalle38.png,../../data/AI/prompt_1/stimuli_I/Dalle39.png,../../data/AI/prompt_1/stimuli_R/Dalle06.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,abstract doodle/hard to interpret,0
../../data/AI/prompt_1/stimuli_G/Dalle34.png,../../data/AI/prompt_1/stimuli_I/Dalle34.png,../../data/AI/prompt_1/stimuli_R/Dalle04.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,painting,1
../../data/AI/prompt_1/stimuli_G/Dalle47.png,../../data/AI/prompt_1/stimuli_I/Dalle09.png,../../data/AI/prompt_1/stimuli_R/Dalle50.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret writing,abstract doodle/hard to interpret,0
../../data/AI/prompt_1/stimuli_G/Dalle45.png,../../data/AI/prompt_1/stimuli_I/Dalle45.png,../../data/AI/prompt_1/stimuli_R/Dalle02.png,0,abstract doodle/hard to interpret,tent arch,abstract doodle/hard to interpret,1
../../data/AI/prompt_1/stimuli_G/Dalle44.png,../../data/AI/prompt_1/stimuli_I/Dalle38.png,../../data/AI/prompt_1/stimuli_R/Dalle23.png,0,heart abstract doodle/hard to interpret,abstract doodle/hard to interpret,painting face,1
../../data/AI/prompt_1/stimuli_G/Dalle18.png,../../data/AI/prompt_1/stimuli_I/Dalle41.png,../../data/AI/prompt_1/stimuli_R/Dalle30.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,plant(s),1
../../data/AI/prompt_1/stimuli_G/Dalle17.png,../../data/AI/prompt_1/stimuli_I/Dalle03.png,../../data/AI/prompt_1/stimuli_R/Dalle39.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,raindrops plant(s),1
../../data/AI/prompt_1/stimuli_G/Dalle29.png,../../data/AI/prompt_1/stimuli_I/Dalle30.png,../../data/AI/prompt_1/stimuli_R/Dalle13.png,0,abstract doodle/hard to interpret,person(s),abstract doodle/hard to interpret,1
../../data/AI/prompt_1/stimuli_G/Dalle40.png,../../data/AI/prompt_1/stimuli_I/Dalle28.png,../../data/AI/prompt_1/stimuli_R/Dalle36.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,abstract doodle/hard to interpret,0
../../data/AI/prompt_1/stimuli_G/Dalle12.png,../../data/AI/prompt_1/stimuli_I/Dalle44.png,../../data/AI/prompt_1/stimuli_R/Dalle27.png,1,city skiscapers,face(s),abstract doodle/hard to interpret,2
../../data/AI/prompt_1/stimuli_G/Dalle30.png,../../data/AI/prompt_1/stimuli_I/Dalle42.png,../../data/AI/prompt_1/stimuli_R/Dalle08.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,abstract doodle/hard to interpret,0
../../data/AI/prompt_1/stimuli_G/Dalle20.png,../../data/AI/prompt_1/stimuli_I/Dalle43.png,../../data/AI/prompt_1/stimuli_R/Dalle48.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,abstract doodle/hard to interpret pattern,0
../../data/AI/prompt_1/stimuli_G/Dalle31.png,../../data/AI/prompt_1/stimuli_I/Dalle50.png,../../data/AI/prompt_1/stimuli_R/Dalle33.png,1,house,eye face(s),abstract doodle/hard to interpret,2
../../data/AI/prompt_1/stimuli_G/Dalle28.png,../../data/AI/prompt_1/stimuli_I/Dalle40.png,../../data/AI/prompt_1/stimuli_R/Dalle47.png,0,abstract doodle/hard to interpret,plant(s) abstract doodle/hard to interpret,abstract doodle/hard to interpret,1
../../data/AI/prompt_1/stimuli_G/Dalle08.png,../../data/AI/prompt_1/stimuli_I/Dalle13.png,../../data/AI/prompt_1/stimuli_R/Dalle29.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,abstract doodle/hard to interpret,0
../../data/AI/prompt_1/stimuli_G/Dalle22.png,../../data/AI/prompt_1/stimuli_I/Dalle29.png,../../data/AI/prompt_1/stimuli_R/Dalle22.png,1,abstract doodle/hard to interpret,person(s),painting mountain,2
../../data/AI/prompt_1/stimuli_G/Dalle25.png,../../data/AI/prompt_1/stimuli_I/Dalle22.png,../../data/AI/prompt_1/stimuli_R/Dalle40.png,1,abstract doodle/hard to interpret,bag,house,2
../../data/AI/prompt_1/stimuli_G/Dalle49.png,../../data/AI/prompt_1/stimuli_I/Dalle12.png,../../data/AI/prompt_1/stimuli_R/Dalle07.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,abstract doodle/hard to interpret,0
../../data/AI/prompt_1/stimuli_G/Dalle32.png,../../data/AI/prompt_1/stimuli_I/Dalle24.png,../../data/AI/prompt_1/stimuli_R/Dalle49.png,0,plant(s),abstract doodle/hard to interpret,abstract doodle/hard to interpret,1
../../data/AI/prompt_1/stimuli_G/Dalle50.png,../../data/AI/prompt_1/stimuli_I/Dalle27.png,../../data/AI/prompt_1/stimuli_R/Dalle31.png,0,abstract doodle/hard to interpret,face(s),face(s),1
../../data/AI/prompt_1/stimuli_G/Dalle27.png,../../data/AI/prompt_1/stimuli_I/Dalle47.png,../../data/AI/prompt_1/stimuli_R/Dalle14.png,0,abstract doodle/hard to interpret,glass,abstract doodle/hard to interpret,1
../../data/AI/prompt_1/stimuli_G/Dalle14.png,../../data/AI/prompt_1/stimuli_I/Dalle01.png,../../data/AI/prompt_1/stimuli_R/Dalle05.png,1,moon mounatin,person(s),abstract doodle/hard to interpret,2
../../data/AI/prompt_1/stimuli_G/Dalle43.png,../../data/AI/prompt_1/stimuli_I/Dalle10.png,../../data/AI/prompt_1/stimuli_R/Dalle11.png,1,person(s) window,tree(s),abstract doodle/hard to interpret,2
../../data/AI/prompt_1/stimuli_G/Dalle03.png,../../data/AI/prompt_1/stimuli_I/Dalle36.png,../../data/AI/prompt_1/stimuli_R/Dalle35.png,1,sculpture,abstract doodle/hard to interpret,face(s),2
../../data/AI/prompt_1/stimuli_G/Dalle35.png,../../data/AI/prompt_1/stimuli_I/Dalle25.png,../../data/AI/prompt_1/stimuli_R/Dalle46.png,0,abstract doodle/hard to interpret,face(s) helmet,abstract doodle/hard to interpret pattern,1
../../data/AI/prompt_1/stimuli_G/Dalle02.png,../../data/AI/prompt_1/stimuli_I/Dalle37.png,../../data/AI/prompt_1/stimuli_R/Dalle28.png,0,abstract doodle/hard to interpret,fruit abstract doodle/hard to interpret,abstract doodle/hard to interpret,1
../../data/AI/prompt_1/stimuli_G/Dalle11.png,../../data/AI/prompt_1/stimuli_I/Dalle23.png,../../data/AI/prompt_1/stimuli_R/Dalle38.png,0,abstract doodle/hard to interpret,face(s) glasses,abstract doodle/hard to interpret,1
../../data/AI/prompt_1/stimuli_G/Dalle24.png,../../data/AI/prompt_1/stimuli_I/Dalle05.png,../../data/AI/prompt_1/stimuli_R/Dalle41.png,0,abstract doodle/hard to interpret,abstract doodle/hard to interpret,abstract doodle/hard to interpret,0
../../data/AI/prompt_1/stimuli_G/Dalle05.png,../../data/AI/prompt_1/stimuli_I/Dalle06.png,../../data/AI/prompt_1/stimuli_R/Dalle15.png,0,letter,bug abstract doodle/hard to interpret,abstract doodle/hard to interpret,1
